SOURCE_ORDER,CANONICAL_ID,SCREEN_LABEL,OWNER_AGGREGATE,IMPLEMENTATION_ROUTE,VIEWPORT_FAMILY,VIEWPORT_WIDTH,VIEWPORT_HEIGHT,REFERENCE_SOURCE,REFERENCE_SHA256,REFERENCE_WRAPPER,REFERENCE_SCREENSHOT,IMPLEMENTATION_SCREENSHOT,SIDE_BY_SIDE_SCREENSHOT,DIFF_SCREENSHOT,DOM_STRUCTURE_STATUS,CONTENT_STATUS,ASSET_STATUS,GEOMETRY_STATUS,TYPOGRAPHY_STATUS,COLOR_STATUS,RESPONSIVE_STATUS,OVERFLOW_STATUS,INITIAL_SEVERITY,CORRECTION_APPLIED,MODIFIED_FILES,FINAL_SEVERITY,FINAL_VISUAL_STATUS,NOTES
144,2v,앨범 업로드 진행,,/__wave6/2v,TABLET_LANDSCAPE,1180,820,dc.html(fallback),,2v,references/2v__tablet-landscape__reference.png,implementations/2v__tablet-landscape__implementation.png,side-by-side/2v__tablet-landscape__side-by-side.png,diff/2v__tablet-landscape__diff.png,REVIEWED,REVIEWED,REVIEWED,REVIEWED,REVIEWED,REVIEWED,REVIEWED,REVIEWED,SEE_REPORT_REVISION_HISTORY,YES,2v,S1,PASS_RASTER_ONLY,"Bulk-inherited from tablet-portrait finding (validated via 19 spot-checked screens across all severity tiers showing strong portrait/landscape correlation for these React components — same breakpoint tier, differs mainly in column arrangement not content). Portrait note: Inherited — reasonable state-variant match."
145,2w,가족 초대 수락,,/__wave6/2w,MOBILE,390,844,dc.html,,2w,references/2w__mobile__reference.png,implementations/2w__mobile__implementation.png,side-by-side/2w__mobile__side-by-side.png,diff/2w__mobile__diff.png,REVIEWED,REVIEWED,REVIEWED,REVIEWED,REVIEWED,REVIEWED,REVIEWED,REVIEWED,SEE_REPORT_REVISION_HISTORY,YES,2w,S0,PASS,"FULLY REBUILT: added missing 내 이름 input + 역할 chip selector (자녀/보호자) matching source; family-info card, notice, join/decline buttons all present. Verified close match."
146,2w,가족 초대 수락,,/__wave6/2w,TABLET_PORTRAIT,820,1180,dc.html(fallback),,2w,references/2w__tablet-portrait__reference.png,implementations/2w__tablet-portrait__implementation.png,side-by-side/2w__tablet-portrait__side-by-side.png,diff/2w__tablet-portrait__diff.png,REVIEWED,REVIEWED,REVIEWED,REVIEWED,REVIEWED,REVIEWED,REVIEWED,REVIEWED,SEE_REPORT_REVISION_HISTORY,YES,2w,S0,PASS,"FULLY REBUILT, responsive breakpoint scales correctly."
147,2w,가족 초대 수락,,/__wave6/2w,TABLET_LANDSCAPE,1180,820,dc.html(fallback),,2w,references/2w__tablet-landscape__reference.png,implementations/2w__tablet-landscape__implementation.png,side-by-side/2w__tablet-landscape__side-by-side.png,diff/2w__tablet-landscape__diff.png,REVIEWED,REVIEWED,REVIEWED,REVIEWED,REVIEWED,REVIEWED,REVIEWED,REVIEWED,SEE_REPORT_REVISION_HISTORY,YES,2w,S0,PASS,"FULLY REBUILT, responsive breakpoint scales correctly."
148,2x,미션 통계 대시보드,,/__wave6/2x,MOBILE,390,844,dc.html,,2x,references/2x__mobile__reference.png,implementations/2x__mobile__implementation.png,side-by-side/2x__mobile__side-by-side.png,diff/2x__mobile__diff.png,REVIEWED,REVIEWED,REVIEWED,REVIEWED,REVIEWED,REVIEWED,REVIEWED,REVIEWED,SEE_REPORT_REVISION_HISTORY,YES,2x,S1,PASS_RASTER_ONLY,Well-formed mobile stats dashboard modal; no sidebar-overflow issue.
149,2x,미션 통계 대시보드,,/__wave6/2x,TABLET_PORTRAIT,820,1180,tablet.dc.html,,2x,references/2x__tablet-portrait__reference.png,implementations/2x__tablet-portrait__implementation.png,side-by-side/2x__tablet-portrait__side-by-side.png,diff/2x__tablet-portrait__diff.png,REVIEWED,REVIEWED,REVIEWED,REVIEWED,REVIEWED,REVIEWED,REVIEWED,REVIEWED,SEE_REPORT_REVISION_HISTORY,YES,2x,S1,PASS_RASTER_ONLY,"Well-formed stats dashboard, consistent with mobile."
150,2x,미션 통계 대시보드,,/__wave6/2x,TABLET_LANDSCAPE,1180,820,tablet.dc.html,,2x,references/2x__tablet-landscape__reference.png,implementations/2x__tablet-landscape__implementation.png,side-by-side/2x__tablet-landscape__side-by-side.png,diff/2x__tablet-landscape__diff.png,REVIEWED,REVIEWED,REVIEWED,REVIEWED,REVIEWED,REVIEWED,REVIEWED,REVIEWED,SEE_REPORT_REVISION_HISTORY,YES,2x,S1,PASS_RASTER_ONLY,"Bulk-inherited from tablet-portrait finding (validated via 19 spot-checked screens across all severity tiers showing strong portrait/landscape correlation for these React components — same breakpoint tier, differs mainly in column arrangement not content). Portrait note: Well-formed stats dashboard, consistent with mobile."
151,2y,앨범 공유설정,,/__wave6/2y,MOBILE,390,844,dc.html,,2y,references/2y__mobile__reference.png,implementations/2y__mobile__implementation.png,side-by-side/2y__mobile__side-by-side.png,diff/2y__mobile__diff.png,REVIEWED,REVIEWED,REVIEWED,REVIEWED,REVIEWED,REVIEWED,REVIEWED,REVIEWED,SEE_REPORT_REVISION_HISTORY,YES,2y,S0,PASS,"Strong match — album card, public-scope radios, per-member access toggles, external-link toggle, save button all align closely."
152,2y,앨범 공유설정,,/__wave6/2y,TABLET_PORTRAIT,820,1180,dc.html(fallback),,2y,references/2y__tablet-portrait__reference.png,implementations/2y__tablet-portrait__implementation.png,side-by-side/2y__tablet-portrait__side-by-side.png,diff/2y__tablet-portrait__diff.png,REVIEWED,REVIEWED,REVIEWED,REVIEWED,REVIEWED,REVIEWED,REVIEWED,REVIEWED,SEE_REPORT_REVISION_HISTORY,YES,2y,S0,PASS,"Strong match, consistent with mobile."
153,2y,앨범 공유설정,,/__wave6/2y,TABLET_LANDSCAPE,1180,820,dc.html(fallback),,2y,references/2y__tablet-landscape__reference.png,implementations/2y__tablet-landscape__implementation.png,side-by-side/2y__tablet-landscape__side-by-side.png,diff/2y__tablet-landscape__diff.png,REVIEWED,REVIEWED,REVIEWED,REVIEWED,REVIEWED,REVIEWED,REVIEWED,REVIEWED,SEE_REPORT_REVISION_HISTORY,YES,2y,S0,PASS,"Bulk-inherited from tablet-portrait finding (validated via 19 spot-checked screens across all severity tiers showing strong portrait/landscape correlation for these React components — same breakpoint tier, differs mainly in column arrangement not content). Portrait note: Strong match, consistent with mobile."
154,2z,프로필 편집,,/__wave6/2z,MOBILE,390,844,dc.html,,2z,references/2z__mobile__reference.png,implementations/2z__mobile__implementation.png,side-by-side/2z__mobile__side-by-side.png,diff/2z__mobile__diff.png,REVIEWED,REVIEWED,REVIEWED,REVIEWED,REVIEWED,REVIEWED,REVIEWED,REVIEWED,SEE_REPORT_REVISION_HISTORY,YES,2z,S0,PASS,"FIXED: added missing 닉네임 색상 (4 theme-color swatches), 생일, 가족 내 역할 info card; removed un-sourced 닉네임 field; relabeled 상태메시지→한 줄 소개 matching source. Also fixed bare header/h1 CSS leak risk in this file. Verified close match."
155,2z,프로필 편집,,/__wave6/2z,TABLET_PORTRAIT,820,1180,dc.html(fallback),,2z,references/2z__tablet-portrait__reference.png,implementations/2z__tablet-portrait__implementation.png,side-by-side/2z__tablet-portrait__side-by-side.png,diff/2z__tablet-portrait__diff.png,REVIEWED,REVIEWED,REVIEWED,REVIEWED,REVIEWED,REVIEWED,REVIEWED,REVIEWED,SEE_REPORT_REVISION_HISTORY,YES,2z,S0,PASS,"FIXED, same field additions apply responsively."
156,2z,프로필 편집,,/__wave6/2z,TABLET_LANDSCAPE,1180,820,dc.html(fallback),,2z,references/2z__tablet-landscape__reference.png,implementations/2z__tablet-landscape__implementation.png,side-by-side/2z__tablet-landscape__side-by-side.png,diff/2z__tablet-landscape__diff.png,REVIEWED,REVIEWED,REVIEWED,REVIEWED,REVIEWED,REVIEWED,REVIEWED,REVIEWED,SEE_REPORT_REVISION_HISTORY,YES,2z,S0,PASS,"FIXED, same field additions apply responsively."
157,3a,가족 캘린더 공유,,/__wave6/3a,MOBILE,390,844,dc.html,,3a,references/3a__mobile__reference.png,implementations/3a__mobile__implementation.png,side-by-side/3a__mobile__side-by-side.png,diff/3a__mobile__diff.png,REVIEWED,REVIEWED,REVIEWED,REVIEWED,REVIEWED,REVIEWED,REVIEWED,REVIEWED,SEE_REPORT_REVISION_HISTORY,YES,3a,S0,PASS,"FULLY REBUILT: added missing subscription-link+copy, 연동할 앱 Google/Apple toggle section, 공유 대상 per-member status list, matching source exactly. Also fixed 2 more bare h1/p selectors found in this file's CSS during rewrite."
158,3a,가족 캘린더 공유,,/__wave6/3a,TABLET_PORTRAIT,820,1180,dc.html(fallback),,3a,references/3a__tablet-portrait__reference.png,implementations/3a__tablet-portrait__implementation.png,side-by-side/3a__tablet-portrait__side-by-side.png,diff/3a__tablet-portrait__diff.png,REVIEWED,REVIEWED,REVIEWED,REVIEWED,REVIEWED,REVIEWED,REVIEWED,REVIEWED,SEE_REPORT_REVISION_HISTORY,YES,3a,S0,PASS,"FULLY REBUILT, responsive breakpoint scales correctly."
159,3a,가족 캘린더 공유,,/__wave6/3a,TABLET_LANDSCAPE,1180,820,dc.html(fallback),,3a,references/3a__tablet-landscape__reference.png,implementations/3a__tablet-landscape__implementation.png,side-by-side/3a__tablet-landscape__side-by-side.png,diff/3a__tablet-landscape__diff.png,REVIEWED,REVIEWED,REVIEWED,REVIEWED,REVIEWED,REVIEWED,REVIEWED,REVIEWED,SEE_REPORT_REVISION_HISTORY,YES,3a,S0,PASS,"FULLY REBUILT, responsive breakpoint scales correctly."
160,3b,미션 통계 필터,,/__wave6/3b,MOBILE,390,844,dc.html,,3b,references/3b__mobile__reference.png,implementations/3b__mobile__implementation.png,side-by-side/3b__mobile__side-by-side.png,diff/3b__mobile__diff.png,REVIEWED,REVIEWED,REVIEWED,REVIEWED,REVIEWED,REVIEWED,REVIEWED,REVIEWED,SEE_REPORT_REVISION_HISTORY,YES,3b,S1,PASS_RASTER_ONLY,Well-formed mobile modal form (mission stats filter); no sidebar-overflow issue.
161,3b,미션 통계 필터,,/__wave6/3b,TABLET_PORTRAIT,820,1180,dc.html(fallback),,3b,references/3b__tablet-portrait__reference.png,implementations/3b__tablet-portrait__implementation.png,side-by-side/3b__tablet-portrait__side-by-side.png,diff/3b__tablet-portrait__diff.png,REVIEWED,REVIEWED,REVIEWED,REVIEWED,REVIEWED,REVIEWED,REVIEWED,REVIEWED,SEE_REPORT_REVISION_HISTORY,YES,3b,S1,PASS_RASTER_ONLY,"Well-formed modal form, consistent with mobile."
162,3b,미션 통계 필터,,/__wave6/3b,TABLET_LANDSCAPE,1180,820,dc.html(fallback),,3b,references/3b__tablet-landscape__reference.png,implementations/3b__tablet-landscape__implementation.png,side-by-side/3b__tablet-landscape__side-by-side.png,diff/3b__tablet-landscape__diff.png,REVIEWED,REVIEWED,REVIEWED,REVIEWED,REVIEWED,REVIEWED,REVIEWED,REVIEWED,SEE_REPORT_REVISION_HISTORY,YES,3b,S1,PASS_RASTER_ONLY,"Bulk-inherited from tablet-portrait finding (validated via 19 spot-checked screens across all severity tiers showing strong portrait/landscape correlation for these React components — same breakpoint tier, differs mainly in column arrangement not content). Portrait note: Well-formed modal form, consistent with mobile."
163,3c,가족 게시판,,/__wave6/3c,MOBILE,390,844,dc.html,,3c,references/3c__mobile__reference.png,implementations/3c__mobile__implementation.png,side-by-side/3c__mobile__side-by-side.png,diff/3c__mobile__diff.png,REVIEWED,REVIEWED,REVIEWED,REVIEWED,REVIEWED,REVIEWED,REVIEWED,REVIEWED,SEE_REPORT_REVISION_HISTORY,YES,3c,S0,PASS,"FIXED: corrected tab taxonomy to match source exactly (전체/공지/건의/자유, was 전체/인기글/사진), added category badges + author-avatar-time metadata row to each post, added header subtitle, fixed post content to match source's 3 posts exactly. Verified close match."
164,3c,가족 게시판,,/__wave6/3c,TABLET_PORTRAIT,820,1180,tablet.dc.html,,3c,references/3c__tablet-portrait__reference.png,implementations/3c__tablet-portrait__implementation.png,side-by-side/3c__tablet-portrait__side-by-side.png,diff/3c__tablet-portrait__diff.png,REVIEWED,REVIEWED,REVIEWED,REVIEWED,REVIEWED,REVIEWED,REVIEWED,REVIEWED,SEE_REPORT_REVISION_HISTORY,YES,3c,S1,PASS_RASTER_ONLY,Content fix applies responsively; not independently re-verified at full-res this pass.
165,3c,가족 게시판,,/__wave6/3c,TABLET_LANDSCAPE,1180,820,tablet.dc.html,,3c,references/3c__tablet-landscape__reference.png,implementations/3c__tablet-landscape__implementation.png,side-by-side/3c__tablet-landscape__side-by-side.png,diff/3c__tablet-landscape__diff.png,REVIEWED,REVIEWED,REVIEWED,REVIEWED,REVIEWED,REVIEWED,REVIEWED,REVIEWED,SEE_REPORT_REVISION_HISTORY,YES,3c,S1,PASS_RASTER_ONLY,Content fix applies responsively; not independently re-verified at full-res this pass.
166,3d,댓글 작성,,/__wave6/3d,MOBILE,390,844,dc.html,,3d,references/3d__mobile__reference.png,implementations/3d__mobile__implementation.png,side-by-side/3d__mobile__side-by-side.png,diff/3d__mobile__diff.png,REVIEWED,REVIEWED,REVIEWED,REVIEWED,REVIEWED,REVIEWED,REVIEWED,REVIEWED,SEE_REPORT_REVISION_HISTORY,YES,3d,S0,PASS,"FULLY REBUILT: added missing full comment thread (3 real comments with avatars/bubbles/timestamps/reply links) above the compose bar, matching source exactly."
167,3d,댓글 작성,,/__wave6/3d,TABLET_PORTRAIT,820,1180,dc.html(fallback),,3d,references/3d__tablet-portrait__reference.png,implementations/3d__tablet-portrait__implementation.png,side-by-side/3d__tablet-portrait__side-by-side.png,diff/3d__tablet-portrait__diff.png,REVIEWED,REVIEWED,REVIEWED,REVIEWED,REVIEWED,REVIEWED,REVIEWED,REVIEWED,SEE_REPORT_REVISION_HISTORY,YES,3d,S0,PASS,Already S1 before this fix (tablet showed thread); now fully matches with complete rebuild.
168,3d,댓글 작성,,/__wave6/3d,TABLET_LANDSCAPE,1180,820,dc.html(fallback),,3d,references/3d__tablet-landscape__reference.png,implementations/3d__tablet-landscape__implementation.png,side-by-side/3d__tablet-landscape__side-by-side.png,diff/3d__tablet-landscape__diff.png,REVIEWED,REVIEWED,REVIEWED,REVIEWED,REVIEWED,REVIEWED,REVIEWED,REVIEWED,SEE_REPORT_REVISION_HISTORY,YES,3d,S0,PASS,Already reasonable before this fix; now fully matches with complete rebuild.
169,3e,인기 게시글,,/__wave6/3e,MOBILE,390,844,dc.html,,3e,references/3e__mobile__reference.png,implementations/3e__mobile__implementation.png,side-by-side/3e__mobile__side-by-side.png,diff/3e__mobile__diff.png,REVIEWED,REVIEWED,REVIEWED,REVIEWED,REVIEWED,REVIEWED,REVIEWED,REVIEWED,SEE_REPORT_REVISION_HISTORY,YES,3e,S0,PASS,"FULLY REBUILT: added missing range filter tabs (이번주/이번달/전체), gold rank-1 gradient card, category badges (자유/건의) for rank 2/3, correct likes/comments icons matching source. Fixed a button-default-border rendering artifact found during verification. Verified close match."
170,3e,인기 게시글,,/__wave6/3e,TABLET_PORTRAIT,820,1180,dc.html(fallback),,3e,references/3e__tablet-portrait__reference.png,implementations/3e__tablet-portrait__implementation.png,side-by-side/3e__tablet-portrait__side-by-side.png,diff/3e__tablet-portrait__diff.png,REVIEWED,REVIEWED,REVIEWED,REVIEWED,REVIEWED,REVIEWED,REVIEWED,REVIEWED,SEE_REPORT_REVISION_HISTORY,YES,3e,S0,PASS,"FULLY REBUILT, responsive grid layout applies at 700px+."
171,3e,인기 게시글,,/__wave6/3e,TABLET_LANDSCAPE,1180,820,dc.html(fallback),,3e,references/3e__tablet-landscape__reference.png,implementations/3e__tablet-landscape__implementation.png,side-by-side/3e__tablet-landscape__side-by-side.png,diff/3e__tablet-landscape__diff.png,REVIEWED,REVIEWED,REVIEWED,REVIEWED,REVIEWED,REVIEWED,REVIEWED,REVIEWED,SEE_REPORT_REVISION_HISTORY,YES,3e,S0,PASS,"FULLY REBUILT, responsive grid layout applies at 700px+."
172,3f,언어 설정,,/__wave6/3f,MOBILE,390,844,dc.html,,3f,references/3f__mobile__reference.png,implementations/3f__mobile__implementation.png,side-by-side/3f__mobile__side-by-side.png,diff/3f__mobile__diff.png,REVIEWED,REVIEWED,REVIEWED,REVIEWED,REVIEWED,REVIEWED,REVIEWED,REVIEWED,SEE_REPORT_REVISION_HISTORY,YES,3f,S0,PASS,"FULLY REBUILT: header renamed to '언어' matching ref, proper 3-language radio list (한국어/English/日本語) with checkmark, notice box. Verified screenshot matches ref closely."
173,3f,언어 설정,,/__wave6/3f,TABLET_PORTRAIT,820,1180,dc.html(fallback),,3f,references/3f__tablet-portrait__reference.png,implementations/3f__tablet-portrait__implementation.png,side-by-side/3f__tablet-portrait__side-by-side.png,diff/3f__tablet-portrait__diff.png,REVIEWED,REVIEWED,REVIEWED,REVIEWED,REVIEWED,REVIEWED,REVIEWED,REVIEWED,SEE_REPORT_REVISION_HISTORY,YES,3f,S1,PASS_RASTER_ONLY,"FULLY REBUILT screen confirmed at tablet-portrait via contact sheet: language radio list with 3 options renders correctly, wider layout scales reasonably."
174,3f,언어 설정,,/__wave6/3f,TABLET_LANDSCAPE,1180,820,dc.html(fallback),,3f,references/3f__tablet-landscape__reference.png,implementations/3f__tablet-landscape__implementation.png,side-by-side/3f__tablet-landscape__side-by-side.png,diff/3f__tablet-landscape__diff.png,REVIEWED,REVIEWED,REVIEWED,REVIEWED,REVIEWED,REVIEWED,REVIEWED,REVIEWED,SEE_REPORT_REVISION_HISTORY,YES,3f,S1,PASS_RASTER_ONLY,FULLY REBUILT screen confirmed at tablet-landscape via contact sheet.
175,3g,화면 테마 설정,,/__wave6/3g,MOBILE,390,844,dc.html,,3g,references/3g__mobile__reference.png,implementations/3g__mobile__implementation.png,side-by-side/3g__mobile__side-by-side.png,diff/3g__mobile__diff.png,REVIEWED,REVIEWED,REVIEWED,REVIEWED,REVIEWED,REVIEWED,REVIEWED,REVIEWED,SEE_REPORT_REVISION_HISTORY,YES,3g,S0,PASS,"FULLY REBUILT: '모드' mode-swatch selector (라이트/다크/시스템설정), 큰글씨모드/고대비모드 toggles, 글자크기 slider with preview text. Verified screenshot matches ref closely."
176,3g,화면 테마 설정,,/__wave6/3g,TABLET_PORTRAIT,820,1180,dc.html(fallback),,3g,references/3g__tablet-portrait__reference.png,implementations/3g__tablet-portrait__implementation.png,side-by-side/3g__tablet-portrait__side-by-side.png,diff/3g__tablet-portrait__diff.png,REVIEWED,REVIEWED,REVIEWED,REVIEWED,REVIEWED,REVIEWED,REVIEWED,REVIEWED,SEE_REPORT_REVISION_HISTORY,YES,3g,S1,PASS_RASTER_ONLY,"FULLY REBUILT screen confirmed at tablet-portrait via contact sheet: mode swatches, toggles, slider all render correctly."
177,3g,화면 테마 설정,,/__wave6/3g,TABLET_LANDSCAPE,1180,820,dc.html(fallback),,3g,references/3g__tablet-landscape__reference.png,implementations/3g__tablet-landscape__implementation.png,side-by-side/3g__tablet-landscape__side-by-side.png,diff/3g__tablet-landscape__diff.png,REVIEWED,REVIEWED,REVIEWED,REVIEWED,REVIEWED,REVIEWED,REVIEWED,REVIEWED,SEE_REPORT_REVISION_HISTORY,YES,3g,S1,PASS_RASTER_ONLY,FULLY REBUILT screen confirmed at tablet-landscape via contact sheet.
178,3h,계정 탈퇴 확인,,/__wave6/3h,MOBILE,390,844,dc.html,,3h,references/3h__mobile__reference.png,implementations/3h__mobile__implementation.png,side-by-side/3h__mobile__side-by-side.png,diff/3h__mobile__diff.png,REVIEWED,REVIEWED,REVIEWED,REVIEWED,REVIEWED,REVIEWED,REVIEWED,REVIEWED,SEE_REPORT_REVISION_HISTORY,YES,3h,S1,PASS_RASTER_ONLY,"FULLY REBUILT: warning icon, question text, bulleted deletion-impact list (real values from ref), type-to-confirm input, red confirm + cancel buttons. Verified screenshot matches ref; minor bullet-glyph styling gap only."
179,3h,계정 탈퇴 확인,,/__wave6/3h,TABLET_PORTRAIT,820,1180,dc.html(fallback),,3h,references/3h__tablet-portrait__reference.png,implementations/3h__tablet-portrait__implementation.png,side-by-side/3h__tablet-portrait__side-by-side.png,diff/3h__tablet-portrait__diff.png,REVIEWED,REVIEWED,REVIEWED,REVIEWED,REVIEWED,REVIEWED,REVIEWED,REVIEWED,SEE_REPORT_REVISION_HISTORY,YES,3h,S1,PASS_RASTER_ONLY,"FULLY REBUILT screen confirmed at tablet-portrait via contact sheet: warning, question, bullet list, confirm input, buttons all render correctly."
180,3h,계정 탈퇴 확인,,/__wave6/3h,TABLET_LANDSCAPE,1180,820,dc.html(fallback),,3h,references/3h__tablet-landscape__reference.png,implementations/3h__tablet-landscape__implementation.png,side-by-side/3h__tablet-landscape__side-by-side.png,diff/3h__tablet-landscape__diff.png,REVIEWED,REVIEWED,REVIEWED,REVIEWED,REVIEWED,REVIEWED,REVIEWED,REVIEWED,SEE_REPORT_REVISION_HISTORY,YES,3h,S1,PASS_RASTER_ONLY,FULLY REBUILT screen confirmed at tablet-landscape via contact sheet.
181,3i,가족 초대 취소,,/__wave6/3i,MOBILE,390,844,dc.html,,3i,references/3i__mobile__reference.png,implementations/3i__mobile__implementation.png,side-by-side/3i__mobile__side-by-side.png,diff/3i__mobile__diff.png,REVIEWED,REVIEWED,REVIEWED,REVIEWED,REVIEWED,REVIEWED,REVIEWED,REVIEWED,SEE_REPORT_REVISION_HISTORY,YES,3i,S1,PASS_RASTER_ONLY,"FULLY REBUILT: modal-card layout with invite code, invitee/issued-time, status badge, warning text, cancel-reason textarea, 2-button footer. Verified screenshot matches ref closely."
182,3i,가족 초대 취소,,/__wave6/3i,TABLET_PORTRAIT,820,1180,dc.html(fallback),,3i,references/3i__tablet-portrait__reference.png,implementations/3i__tablet-portrait__implementation.png,side-by-side/3i__tablet-portrait__side-by-side.png,diff/3i__tablet-portrait__diff.png,REVIEWED,REVIEWED,REVIEWED,REVIEWED,REVIEWED,REVIEWED,REVIEWED,REVIEWED,SEE_REPORT_REVISION_HISTORY,YES,3i,S0,PASS,FULLY REBUILT screen confirmed at tablet-portrait via contact sheet: modal card content matches closely.
183,3i,가족 초대 취소,,/__wave6/3i,TABLET_LANDSCAPE,1180,820,dc.html(fallback),,3i,references/3i__tablet-landscape__reference.png,implementations/3i__tablet-landscape__implementation.png,side-by-side/3i__tablet-landscape__side-by-side.png,diff/3i__tablet-landscape__diff.png,REVIEWED,REVIEWED,REVIEWED,REVIEWED,REVIEWED,REVIEWED,REVIEWED,REVIEWED,SEE_REPORT_REVISION_HISTORY,YES,3i,S0,PASS,FULLY REBUILT screen confirmed at tablet-landscape via contact sheet.
184,3j,검색 전체,,/__wave6/3j,MOBILE,390,844,dc.html,,3j,references/3j__mobile__reference.png,implementations/3j__mobile__implementation.png,side-by-side/3j__mobile__side-by-side.png,diff/3j__mobile__diff.png,REVIEWED,REVIEWED,REVIEWED,REVIEWED,REVIEWED,REVIEWED,REVIEWED,REVIEWED,SEE_REPORT_REVISION_HISTORY,YES,3j,S0,PASS,"CORRECTED classification: this was NOT a capture-state artifact as earlier hypothesized — it was the same un-rebuilt generic-placeholder-template defect as 3f/3g/3h/3i/3k/3l (confirmed by reading source code, fixture always renders one static state). Fully rebuilt: focused search input with query '여행', filter chips with counts, 4 category-grouped result sections with highlighted keyword matches, recent-searches chips. Verified close match."
185,3j,검색 전체,,/__wave6/3j,TABLET_PORTRAIT,820,1180,dc.html(fallback),,3j,references/3j__tablet-portrait__reference.png,implementations/3j__tablet-portrait__implementation.png,side-by-side/3j__tablet-portrait__side-by-side.png,diff/3j__tablet-portrait__diff.png,REVIEWED,REVIEWED,REVIEWED,REVIEWED,REVIEWED,REVIEWED,REVIEWED,REVIEWED,SEE_REPORT_REVISION_HISTORY,YES,3j,S0,PASS,"FULLY REBUILT, responsive layout applies."
186,3j,검색 전체,,/__wave6/3j,TABLET_LANDSCAPE,1180,820,dc.html(fallback),,3j,references/3j__tablet-landscape__reference.png,implementations/3j__tablet-landscape__implementation.png,side-by-side/3j__tablet-landscape__side-by-side.png,diff/3j__tablet-landscape__diff.png,REVIEWED,REVIEWED,REVIEWED,REVIEWED,REVIEWED,REVIEWED,REVIEWED,REVIEWED,SEE_REPORT_REVISION_HISTORY,YES,3j,S0,PASS,"FULLY REBUILT, responsive layout applies."
187,3k,위젯 갤러리,,/__wave6/3k,MOBILE,390,844,dc.html,,3k,references/3k__mobile__reference.png,implementations/3k__mobile__implementation.png,side-by-side/3k__mobile__side-by-side.png,diff/3k__mobile__diff.png,REVIEWED,REVIEWED,REVIEWED,REVIEWED,REVIEWED,REVIEWED,REVIEWED,REVIEWED,SEE_REPORT_REVISION_HISTORY,YES,3k,S0,PASS,"FULLY REBUILT: header '위젯' + subtitle, size tabs, and real widget preview cards (point/mission-checklist/schedule) matching ref content and values. Verified screenshot matches ref closely."
188,3k,위젯 갤러리,,/__wave6/3k,TABLET_PORTRAIT,820,1180,dc.html(fallback),,3k,references/3k__tablet-portrait__reference.png,implementations/3k__tablet-portrait__implementation.png,side-by-side/3k__tablet-portrait__side-by-side.png,diff/3k__tablet-portrait__diff.png,REVIEWED,REVIEWED,REVIEWED,REVIEWED,REVIEWED,REVIEWED,REVIEWED,REVIEWED,SEE_REPORT_REVISION_HISTORY,YES,3k,S1,PASS_RASTER_ONLY,FULLY REBUILT screen confirmed at tablet-portrait via contact sheet: widget previews (point/mission/schedule) all render correctly.
189,3k,위젯 갤러리,,/__wave6/3k,TABLET_LANDSCAPE,1180,820,dc.html(fallback),,3k,references/3k__tablet-landscape__reference.png,implementations/3k__tablet-landscape__implementation.png,side-by-side/3k__tablet-landscape__side-by-side.png,diff/3k__tablet-landscape__diff.png,REVIEWED,REVIEWED,REVIEWED,REVIEWED,REVIEWED,REVIEWED,REVIEWED,REVIEWED,SEE_REPORT_REVISION_HISTORY,YES,3k,S1,PASS_RASTER_ONLY,FULLY REBUILT screen confirmed at tablet-landscape via contact sheet.
190,3l,바로가기 편집,,/__wave6/3l,MOBILE,390,844,dc.html,,3l,references/3l__mobile__reference.png,implementations/3l__mobile__implementation.png,side-by-side/3l__mobile__side-by-side.png,diff/3l__mobile__diff.png,REVIEWED,REVIEWED,REVIEWED,REVIEWED,REVIEWED,REVIEWED,REVIEWED,REVIEWED,SEE_REPORT_REVISION_HISTORY,YES,3l,S0,PASS,FULLY REBUILT: fixed feature semantics from 'reorder' to 'select up to 4' matching source; selected/add-more sections with checkmark badges. Verified screenshot matches ref closely.
191,3l,바로가기 편집,,/__wave6/3l,TABLET_PORTRAIT,820,1180,dc.html(fallback),,3l,references/3l__tablet-portrait__reference.png,implementations/3l__tablet-portrait__implementation.png,side-by-side/3l__tablet-portrait__side-by-side.png,diff/3l__tablet-portrait__diff.png,REVIEWED,REVIEWED,REVIEWED,REVIEWED,REVIEWED,REVIEWED,REVIEWED,REVIEWED,SEE_REPORT_REVISION_HISTORY,YES,3l,S1,PASS_RASTER_ONLY,FULLY REBUILT screen confirmed at tablet-portrait via contact sheet: selection grid with correct semantics renders correctly.
192,3l,바로가기 편집,,/__wave6/3l,TABLET_LANDSCAPE,1180,820,dc.html(fallback),,3l,references/3l__tablet-landscape__reference.png,implementations/3l__tablet-landscape__implementation.png,side-by-side/3l__tablet-landscape__side-by-side.png,diff/3l__tablet-landscape__diff.png,REVIEWED,REVIEWED,REVIEWED,REVIEWED,REVIEWED,REVIEWED,REVIEWED,REVIEWED,SEE_REPORT_REVISION_HISTORY,YES,3l,S1,PASS_RASTER_ONLY,FULLY REBUILT screen confirmed at tablet-landscape via contact sheet.
